Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
402,0,0.314756,43,0,2.016151,4615.0,8,0,1,0,1.0
403,0,0.262288,52,0,0.660901,12819.0,12,0,2,0,0.0
404,0,0.06444,52,0,0.560866,4971.0,12,0,0,0,0.0
405,0,0.420115,45,0,0.424583,3507.0,1,0,1,0,0.0
406,0,0.523171,60,0,0.479672,11339.0,5,0,0,0,1.0
407,0,0.262406,37,0,0.642039,5413.0,6,0,2,0,1.0
408,0,0.035684,50,0,0.271977,,7,0,0,0,1.0
409,0,0.229886,53,0,0.158894,,9,0,3,1,1.0
410,0,1.861091,59,0,0.152436,5738.0,5,0,1,0,0.0
411,0,0.495184,61,1,2.825883,4926.0,6,0,2,0,0.0
412,0,0.220969,36,0,0.364362,5666.0,12,0,4,0,0.0
413,1,0.116813,30,1,1.249594,,9,0,0,0,1.0
414,0,0.373465,69,0,0.508104,3222.0,5,0,3,0,1.0
415,0,0.432645,56,1,2.980473,4928.0,9,0,1,0,0.0
416,0,0.543951,41,2,0.134663,4206.0,4,0,0,0,1.0
417,0,0.397894,73,0,0.490838,13601.0,5,0,2,98,0.0
418,0,0.246141,53,0,0.32651,5848.0,11,0,0,0,
419,0,0.111582,68,0,0.601342,9739.0,9,0,0,0,1.0
420,0,0.079944,52,0,1.81173,4951.0,15,0,0,0,0.0
421,0,0.353253,80,0,0.537236,11441.0,11,0,2,0,0.0
422,0,0.216319,76,0,0.294532,6754.0,5,0,0,0,1.0
423,0,0.488472,48,0,0.604587,4967.0,4,0,1,0,1.0
424,0,0.392293,65,0,0.415097,,8,0,0,0,1.0
425,0,0.153085,61,0,1.059161,2290.0,6,0,2,0,1.0
426,0,0.542854,71,0,0.028375,7372.0,9,0,0,0,0.0
427,0,0.417836,38,0,0.399579,4759.0,7,0,1,1,1.0
428,0,0.342312,61,0,0.649247,3289.0,6,0,0,2,1.0
429,0,0.365273,66,0,1.556664,11910.0,5,0,1,0,1.0
430,0,0.573876,27,0,1.784701,1807.0,5,1,2,0,0.0
431,0,0.302502,35,0,0.270402,3505.0,10,0,1,0,0.0
432,0,0.246804,23,0,0.365535,11183.0,11,0,0,0,1.0
433,0,0.271288,48,0,0.08035,6325.0,9,0,2,0,0.0
434,0,0.442944,62,0,0.694649,,9,0,3,0,0.0
435,0,0.266297,73,0,10.0,6007.0,6,0,0,0,0.0
436,0,0.275522,53,0,0.762628,,4,0,2,0,1.0
437,0,0.088804,74,0,0.264621,1460.0,10,0,2,0,1.0
438,0,0.056454,32,0,0.744863,3716.0,7,0,2,2,1.0
439,0,0.178556,28,0,0.051968,17911.0,9,0,0,0,0.0
440,0,0.171843,51,0,1.496893,,10,1,1,0,0.0
441,0,10.958651,57,0,2.93314,,9,0,1,0,0.0
442,0,0.137527,51,0,0.470325,3186.0,6,0,0,0,1.0
443,0,0.215868,23,0,0.223657,,12,0,1,0,2.0
444,0,0.420334,50,0,0.359894,,10,0,0,0,1.0
445,0,0.277973,33,0,0.386906,7254.0,9,0,1,0,1.0
446,0,0.160526,61,0,1.120444,5755.0,13,0,2,0,1.0
447,0,0.038146,57,0,0.83492,9125.0,8,0,0,0,0.0
448,0,0.279109,38,0,0.542507,,5,0,1,0,1.0
449,0,0.396071,44,0,0.607407,3743.0,7,0,1,0,0.0
450,0,0.446731,37,0,0.277945,,9,0,1,0,0.0
451,0,0.55151,51,0,1.263946,,10,0,0,2,1.0
452,0,0.398335,65,0,0.61675,2605.0,11,0,0,96,0.0
453,0,0.485899,38,0,0.092964,10224.0,9,0,0,0,0.0
454,0,0.111365,59,0,1.460011,12697.0,7,0,0,0,0.0
455,0,0.627937,44,0,0.425027,2228.0,14,0,1,0,0.0
456,0,0.424558,40,0,0.371209,3318.0,10,0,1,0,2.0
457,0,0.417054,50,0,5.373971,3211.0,11,0,1,0,1.0
458,0,0.311611,37,0,1.001124,40372.0,5,0,0,0,0.0
459,0,0.167136,44,0,1.353154,3484.0,4,0,1,0,0.0
460,0,0.12756,35,0,0.298773,18809.0,7,0,0,0,1.0
461,0,0.134145,79,98,0.299244,1784.0,7,0,1,0,1.0
462,0,0.31217,52,0,3.360241,,6,0,0,0,1.0
463,0,0.31966,42,0,10.0,2837.0,8,0,0,0,0.0
464,1,0.504605,54,0,1.88474,2498.0,3,1,1,0,1.0
465,0,0.38712,50,0,0.028872,3966.0,7,0,0,2,0.0
466,0,0.500591,48,0,0.247306,2787.0,7,0,1,0,1.0
467,0,0.195315,60,0,0.563088,2551.0,10,0,1,0,0.0
468,0,0.315964,62,0,0.504036,12416.0,5,0,0,0,1.0
469,0,0.642954,44,0,0.5025,13082.0,5,0,1,0,0.0
470,0,0.098244,43,0,0.109802,10503.0,2,0,0,0,0.0
471,1,0.164133,48,0,6.092903,7474.0,8,0,2,0,2.0
472,0,0.601902,21,3,1.189597,5293.0,9,0,1,0,0.0
473,0,0.385816,30,0,0.242669,3302.0,8,0,2,0,0.0
474,0,0.556045,71,0,0.30237,2292.0,5,0,0,0,2.0
475,0,0.183527,75,0,1.255536,,8,0,2,0,1.0
476,0,0.096206,48,0,0.447304,1921.0,3,0,0,0,1.0
477,0,0.205561,60,1,0.708538,2219.0,6,0,2,0,2.0
478,0,0.575819,56,0,1.010811,12361.0,6,1,0,1,
479,0,0.595915,90,0,0.32817,22483.0,15,0,0,0,1.0
480,0,0.210277,67,0,4.833514,,7,0,1,0,0.0
481,0,0.50946,50,0,0.036157,11910.0,9,0,1,0,0.0
482,0,0.47765,38,0,0.239084,4037.0,11,0,1,98,1.0
483,0,0.332806,29,0,1.612728,1685.0,5,2,1,0,0.0
484,0,0.170926,54,0,0.266487,8020.0,11,0,1,0,1.0
485,0,0.326036,41,0,0.499851,7749.0,11,0,0,0,0.0
486,0,0.037934,32,0,2.703465,5204.0,4,0,1,0,0.0
487,0,0.211474,42,1,1.074967,,5,0,3,1,2.0
488,0,0.276115,36,0,0.70125,10612.0,6,0,0,0,2.0
489,0,0.102733,75,0,2.470676,,4,0,1,0,0.0
490,0,0.194325,64,1,0.305421,2646.0,11,0,5,0,1.0
491,0,0.151605,51,0,1.021107,2194.0,13,0,2,0,1.0
492,0,0.132447,72,0,1.123479,5260.0,7,0,1,0,0.0
493,0,0.547747,53,0,0.149998,2058.0,8,0,2,0,0.0
494,0,0.526775,39,0,0.218073,2842.0,11,0,0,0,0.0
495,0,0.222085,73,1,0.0778,,7,0,0,2,2.0
496,0,0.276124,59,0,0.839536,3989.0,10,0,3,0,0.0
497,0,0.338703,37,0,2.693835,1495.0,12,0,0,0,0.0
498,0,0.227146,49,2,0.232856,,7,0,2,0,0.0
499,0,0.200764,39,0,0.035967,13330.0,9,0,5,0,3.0
500,0,0.244224,32,0,0.571482,5477.0,6,0,2,0,1.0
501,0,0.040386,64,1,2.558438,16866.0,8,0,0,0,0.0
502,0,0.240836,78,0,0.397232,14288.0,13,0,1,98,1.0
503,0,0.336296,32,0,1.136728,9156.0,5,0,0,0,0.0
504,0,0.134705,59,0,0.042535,,6,0,2,0,0.0
505,0,0.190514,42,0,1.203159,5004.0,7,0,1,0,0.0
506,0,0.291804,45,1,3.801699,9054.0,7,0,0,0,0.0
507,0,0.532697,43,98,5.580028,3592.0,16,0,0,0,1.0
508,0,0.240546,39,0,2.000303,1090.0,8,0,2,0,0.0
509,0,0.266959,52,0,10.0,,7,0,0,0,0.0
510,0,0.128757,40,0,1.72221,,8,0,0,0,0.0
511,0,0.265079,55,0,0.540164,2276.0,10,0,2,0,0.0
512,0,0.325103,51,0,0.34616,4915.0,8,0,2,0,0.0
513,0,0.253258,48,0,0.084542,,11,0,2,0,0.0
514,0,0.059124,39,0,0.282025,1588.0,8,0,1,0,1.0
515,0,0.279969,43,0,0.162296,5610.0,15,0,1,2,0.0
516,0,12.855508,62,0,1.570427,10645.0,12,0,2,0,0.0
517,0,0.01787,59,2,0.148517,1992.0,9,0,1,0,0.0
518,0,0.136288,38,0,0.176195,13602.0,9,0,1,0,4.0
519,0,0.41866,53,0,1.914598,1410.0,9,0,2,0,0.0
520,0,0.15158,62,0,0.318525,26738.0,2,0,1,0,2.0
521,0,6.93991,28,0,1.681661,,12,0,0,0,1.0
522,0,0.263681,59,0,5.004011,5521.0,8,0,2,0,0.0
523,0,0.238403,42,0,0.199468,1081.0,11,0,2,0,1.0
524,0,0.165212,59,0,0.883969,,6,0,1,0,
525,1,0.515207,41,0,10.0,5900.0,8,0,1,0,0.0
526,1,0.569543,26,0,1.34022,4587.0,9,3,2,0,0.0
527,0,0.30511,29,0,1.864481,3132.0,9,0,0,0,0.0
528,0,0.307021,52,0,0.524975,2304.0,10,0,0,0,0.0
529,0,0.109983,55,0,0.757454,12141.0,10,0,0,0,1.0
530,0,0.261451,39,0,1.554115,5037.0,11,0,1,0,0.0
531,0,0.262255,60,0,0.148308,16858.0,15,0,0,0,
532,0,0.132365,28,0,0.121317,,11,0,2,0,0.0
533,0,0.58571,51,0,0.983619,3470.0,2,0,0,0,0.0
534,0,0.318062,35,0,0.4578,9437.0,11,0,0,0,0.0
535,1,0.357499,42,0,0.124184,1341.0,5,0,0,0,0.0
536,0,0.271344,52,0,0.094691,1861.0,5,0,0,0,1.0
537,0,0.364615,39,0,2.100245,11825.0,6,0,1,0,0.0
538,0,0.205835,46,0,0.580975,1924.0,7,1,0,0,0.0
539,0,0.385108,66,0,0.364252,,12,0,3,0,0.0
540,0,0.161671,43,0,0.591606,21912.0,10,0,0,0,0.0
541,0,0.440784,63,0,0.633989,1611.0,12,0,2,0,1.0
542,0,0.208598,36,0,0.47041,5694.0,7,0,0,0,1.0
543,0,0.359116,59,0,0.084065,5194.0,7,0,2,0,4.0
544,0,0.28144,72,0,0.965073,,6,0,0,0,0.0
545,0,0.13068,21,0,0.185695,3968.0,9,98,2,0,1.0
546,0,0.541977,40,0,0.373666,,9,0,0,1,0.0
547,0,0.244426,60,0,1.03869,6525.0,6,0,0,3,1.0
548,0,0.301498,49,0,1.541049,10125.0,8,0,0,0,1.0
549,0,0.418128,57,0,0.888227,3604.0,8,0,0,0,0.0
550,0,0.453222,43,0,0.69909,8690.0,9,0,1,0,0.0
551,0,0.47999,53,0,1.790523,2831.0,6,0,2,0,1.0
552,0,0.183318,49,0,1.017421,1590.0,11,0,1,0,1.0
553,0,0.1772,68,0,0.195937,1740.0,6,0,1,0,2.0
554,0,0.24474,55,0,1.767092,1525.0,11,0,0,0,0.0
555,0,0.490155,56,0,1.627982,11022.0,3,0,0,0,1.0
556,0,0.610655,46,0,0.741669,1463.0,7,0,0,0,0.0
557,0,4.760773,45,3,1.29421,6119.0,9,0,1,0,0.0
558,0,0.046539,45,2,0.814977,3972.0,8,0,0,0,1.0
559,0,0.592291,57,0,0.011983,,4,0,0,0,0.0
560,0,0.349566,46,0,0.375574,14630.0,5,0,0,0,0.0
561,0,0.21317,56,0,0.499975,3460.0,7,0,0,0,2.0
562,0,0.263994,81,0,0.484228,,8,0,0,0,
563,0,0.303981,64,0,0.335616,5064.0,6,0,2,0,0.0
564,0,0.567281,47,0,0.585056,4351.0,11,0,2,0,0.0
565,0,0.467818,68,0,1.523941,30945.0,7,0,4,0,0.0
566,0,0.056737,46,0,0.815144,,3,0,1,0,1.0
567,0,0.282242,23,0,0.490635,,8,0,0,0,2.0
568,0,0.126598,37,0,0.059868,8309.0,8,0,1,0,1.0
569,0,0.499928,25,0,2.17092,3348.0,5,0,2,1,0.0
570,0,0.438228,47,0,0.344083,18096.0,7,0,1,2,0.0
571,0,0.163293,52,0,4.840127,1120.0,8,0,1,2,1.0
572,0,0.312939,75,0,0.212417,,9,0,1,0,0.0
573,0,0.541314,56,0,1.428749,1869.0,15,0,1,0,
574,0,0.417844,48,0,0.517992,6834.0,8,0,1,0,0.0
575,0,0.245579,63,1,0.147622,2017.0,5,0,1,0,0.0
576,0,0.222168,21,0,1.876389,6949.0,5,2,1,0,1.0
577,0,0.303422,55,0,0.087376,4233.0,10,0,0,0,0.0
578,0,0.586348,62,0,0.74338,3349.0,11,0,0,98,0.0
579,0,0.182149,31,1,0.702112,6707.0,6,0,0,0,1.0
580,0,0.425387,68,0,0.25246,3964.0,9,0,0,0,1.0
581,0,0.085335,56,0,2.567633,2057.0,4,0,0,0,1.0
582,0,0.361951,46,0,0.799433,46216.0,9,0,1,0,0.0
583,0,0.067157,60,0,4.957236,3328.0,7,0,2,0,0.0
584,0,0.371574,83,0,0.845075,,8,0,0,0,0.0
585,0,11.148991,54,0,1.163025,2505.0,6,0,3,0,0.0
586,0,0.171334,55,0,0.046808,,8,0,0,0,0.0
587,0,7.249349,45,0,1.393905,9517.0,12,0,2,0,0.0
588,0,0.436451,40,0,1.043571,,6,2,0,0,1.0
589,0,0.254536,63,0,0.331182,6761.0,5,0,2,0,0.0
590,0,0.425806,40,5,0.252476,3655.0,9,0,1,0,0.0
591,0,0.028563,53,0,0.46592,,6,0,1,0,0.0
592,0,0.567388,45,0,1.70957,3652.0,7,0,0,0,1.0
593,0,0.073831,58,0,0.150662,4605.0,15,0,0,0,0.0
594,0,0.143286,56,3,0.128475,9587.0,11,0,0,1,1.0
595,0,0.022707,66,0,1.594579,6430.0,10,0,1,0,0.0
596,0,0.312539,44,0,0.37262,7332.0,8,0,0,1,1.0
597,0,0.086644,48,0,0.510761,7329.0,6,0,0,0,1.0
598,0,0.384211,38,0,0.522708,9972.0,9,2,3,0,1.0
599,0,0.284987,45,0,0.895864,6188.0,10,0,1,0,
600,0,0.069276,57,0,2.725797,6549.0,2,0,2,0,0.0
601,0,0.290755,62,0,0.169356,12721.0,8,0,1,0,1.0
602,1,0.180496,39,0,1.015722,,6,0,1,2,0.0
603,0,0.397592,64,1,0.589471,2478.0,6,0,1,0,1.0
604,0,0.117182,70,0,0.877816,1903.0,9,0,0,0,1.0
605,0,0.215478,57,0,8.882109,5689.0,9,0,0,0,0.0
606,0,0.195823,78,0,0.138269,1115.0,8,0,0,0,0.0
607,0,0.324471,41,5,1.257603,,7,0,0,0,1.0
608,0,0.173367,34,0,2.270028,4503.0,6,0,1,0,1.0
609,0,0.518691,27,5,0.182434,12181.0,7,0,0,0,1.0
610,0,0.418801,72,1,0.451961,2871.0,10,3,0,0,2.0
611,0,0.335848,61,3,0.326183,,13,0,2,0,0.0
612,1,0.579632,51,0,3.283035,12061.0,12,0,0,0,2.0
613,0,0.043029,55,0,0.609296,,8,0,3,0,0.0
614,1,0.405826,36,0,0.088536,2852.0,5,98,0,0,0.0
615,0,0.447808,86,0,9.297596,5684.0,15,0,3,0,0.0
616,0,0.186061,53,0,4.477566,6220.0,9,0,1,0,0.0
617,0,0.321116,53,0,1.857995,,6,0,0,0,1.0
618,0,0.344292,62,0,0.470422,3983.0,7,2,4,0,0.0
619,0,0.097389,58,0,0.162178,13699.0,8,0,0,0,
620,0,0.399478,55,0,0.447991,1083.0,6,0,1,0,2.0
621,0,0.470323,40,0,1.847742,3509.0,9,0,0,0,1.0
622,0,0.235288,58,0,0.482079,7032.0,7,0,3,0,0.0
623,0,0.110414,78,0,0.310263,7085.0,9,0,1,0,0.0
624,0,0.091886,70,0,0.10303,,7,0,0,0,0.0
625,0,0.172624,74,0,0.200819,12817.0,8,0,0,0,0.0
626,0,0.510476,44,0,0.115487,3911.0,5,0,0,0,0.0
627,0,0.33705,38,0,0.700383,13903.0,7,0,0,1,0.0
628,0,0.30224,50,0,1.604319,2776.0,12,0,3,0,0.0
629,0,0.363814,52,0,0.131232,10349.0,14,0,2,0,2.0
630,0,0.456403,67,0,0.082209,20919.0,7,0,0,0,0.0
631,0,0.327841,28,0,0.612083,12990.0,7,0,0,0,1.0
632,0,0.762742,73,0,0.460847,5348.0,7,0,0,0,0.0
633,0,0.288809,49,0,0.909912,,14,0,1,0,1.0
634,0,0.504355,46,0,0.100302,1446.0,6,0,0,0,0.0
635,0,0.570355,37,0,2.36821,6300.0,10,0,3,0,
636,0,0.354943,28,0,1.00095,2013.0,4,0,2,0,1.0
637,0,0.224329,63,0,2.357539,2605.0,6,0,2,2,0.0
638,0,0.187087,53,0,0.346954,1895.0,8,0,1,0,3.0
639,0,0.247884,33,0,2.054203,3400.0,10,0,1,0,2.0
640,0,0.264214,33,0,0.306973,4806.0,9,0,3,0,1.0
641,0,0.429133,47,0,1.952637,,13,0,0,0,3.0
642,0,0.187171,75,1,0.319901,3039.0,8,0,0,0,0.0
643,0,0.165643,48,1,0.061363,11561.0,10,0,0,0,1.0
644,1,0.088006,30,0,1.664167,4160.0,6,0,0,1,0.0
645,0,0.539781,48,0,0.28922,,7,0,0,0,0.0
646,0,0.297241,48,0,1.891125,5890.0,6,0,1,0,0.0
647,0,0.056086,21,0,0.086266,23643.0,15,0,0,0,1.0
648,0,0.246659,51,0,0.072105,6426.0,11,0,1,0,2.0
649,0,6.388309,48,0,0.371399,3676.0,5,0,0,1,2.0
650,0,0.382335,61,0,0.616834,1448.0,6,0,4,0,0.0
651,0,0.000723,77,0,0.075236,4123.0,7,0,2,1,1.0
652,0,0.188761,67,0,0.290992,5930.0,9,0,1,0,0.0
653,0,0.107725,48,0,0.15323,3604.0,4,0,0,0,1.0
654,0,0.224795,36,0,0.67728,1296.0,9,0,0,0,0.0
655,0,0.359825,88,0,8.78702,2488.0,11,0,1,0,1.0
656,0,0.402685,52,0,0.358699,15734.0,7,0,2,0,0.0
657,0,0.347869,52,0,0.281737,15478.0,7,0,1,0,2.0
658,0,0.144262,51,0,0.704928,2417.0,3,0,3,0,0.0
659,0,0.119061,54,0,6.376499,8418.0,7,0,1,0,0.0
660,0,0.124687,49,0,0.159878,,9,0,0,0,0.0
661,0,0.202831,43,0,0.639003,,9,0,1,0,0.0
662,0,0.044014,44,0,10.0,,5,0,2,0,1.0
663,0,0.074778,51,0,0.265533,10506.0,4,0,1,0,0.0
664,0,0.022361,44,0,0.327347,1246.0,11,0,2,0,2.0
665,1,0.070512,42,0,1.84993,8451.0,11,0,3,0,0.0
666,0,0.136413,53,0,5.284018,4884.0,6,0,1,0,0.0
667,0,0.153023,48,0,6.215339,,8,0,0,0,2.0
668,0,0.049969,73,0,0.507747,,5,0,0,0,0.0
669,0,0.302963,21,0,0.195683,5180.0,11,0,1,0,1.0
670,0,0.399828,67,0,0.28689,3039.0,5,0,0,0,1.0
671,0,0.527202,69,0,0.163356,,7,0,0,0,0.0
672,0,0.439408,22,0,0.665269,4683.0,9,0,1,2,0.0
673,0,0.173439,47,0,1.349093,2444.0,7,0,1,0,0.0
674,0,0.422621,46,0,0.767232,2354.0,9,0,2,0,0.0
675,0,0.302738,32,0,0.335935,1507.0,5,0,0,0,1.0
676,0,3.733691,41,0,1.887386,3267.0,7,0,1,0,1.0
677,0,0.160611,36,0,1.150713,11874.0,7,0,0,0,0.0
678,0,0.101178,76,0,1.082874,5666.0,5,0,1,0,0.0
679,0,0.210845,65,0,1.585588,3216.0,10,0,0,0,2.0
680,0,0.083337,69,0,0.891019,9357.0,8,0,3,0,0.0
681,0,0.34727,62,0,0.528359,2525.0,6,0,0,0,0.0
682,0,0.227231,36,0,0.141228,5304.0,5,0,0,0,1.0
683,0,0.25257,44,0,0.422164,,8,0,5,0,2.0
684,0,0.523854,58,0,0.23947,,7,0,2,0,0.0
685,0,0.105179,34,0,5.025126,1391.0,8,0,0,0,1.0
686,0,0.032642,61,0,4.455633,,7,0,0,0,0.0
687,0,0.337138,48,1,3.396022,,9,0,0,0,2.0
688,0,0.203516,46,0,0.373772,3993.0,10,96,1,0,0.0
689,0,0.291976,61,0,0.524605,12953.0,13,0,0,0,1.0
690,0,0.404954,58,3,0.280888,3280.0,12,0,0,0,0.0
691,1,0.705902,46,0,0.14379,3266.0,5,0,0,0,1.0
692,0,0.471944,68,0,1.648956,,10,0,1,0,0.0
693,0,0.230647,36,0,0.251042,,5,0,0,0,2.0
694,0,0.131245,60,0,0.43906,4578.0,11,0,2,0,1.0
695,0,0.300766,60,0,0.389477,8499.0,8,0,1,0,0.0
696,0,0.136357,47,0,5.891706,2076.0,8,0,1,0,0.0
697,0,0.349624,56,0,0.644462,14799.0,5,0,3,0,0.0
698,0,0.608274,34,0,1.68837,27418.0,9,0,0,0,0.0
699,0,0.760128,64,0,0.396912,7457.0,7,0,0,0,0.0
700,0,0.322444,49,1,0.268967,927.0,10,0,1,0,1.0
701,1,0.175983,44,0,0.982992,3144.0,7,98,3,0,1.0
702,0,0.275792,66,1,2.109774,,9,0,0,0,0.0
703,0,0.253075,42,0,0.325901,,6,0,1,0,1.0
704,0,0.092933,32,0,1.353983,13599.0,7,0,1,0,1.0
705,0,0.299993,30,0,0.439298,7867.0,7,0,0,0,0.0
706,0,0.163618,60,0,0.079841,2792.0,5,0,2,0,1.0
707,0,0.235401,34,0,0.236034,5043.0,18,0,1,0,1.0
708,0,0.322501,76,0,0.585799,,4,0,1,0,0.0
709,0,0.570145,22,0,0.811241,4246.0,6,0,2,0,2.0
710,0,0.54212,75,0,1.269959,3153.0,7,0,1,0,2.0
711,0,0.178799,54,0,3.634326,12579.0,6,0,2,0,0.0
712,0,0.361954,50,0,0.607634,26710.0,7,0,2,0,1.0
713,0,0.511163,44,0,0.10761,1564.0,8,0,1,0,0.0
714,0,0.164941,57,0,0.785296,1055.0,8,0,3,0,1.0
715,0,0.336647,51,0,0.359547,,7,0,0,0,2.0
716,0,0.165262,67,0,0.170823,1458.0,9,0,2,0,1.0
717,0,0.290507,53,0,0.646332,5099.0,11,0,1,0,1.0
718,0,8.392214,54,4,1.390126,8947.0,9,0,2,0,0.0
719,0,0.486292,46,0,1.25414,16241.0,4,0,2,0,0.0
720,0,0.574913,51,0,0.212984,5773.0,7,0,2,1,0.0
721,0,0.508347,56,0,2.538423,4211.0,6,0,2,0,0.0
722,0,0.481212,28,0,1.201103,1009.0,10,0,0,0,0.0
723,0,0.258922,33,0,4.315273,5018.0,9,0,1,0,0.0
724,0,0.124481,62,0,7.320078,5203.0,6,2,2,0,1.0
725,0,0.061757,54,0,1.264578,8194.0,3,0,3,0,0.0
726,0,0.484003,49,3,2.555658,2788.0,11,0,0,0,0.0
727,0,8.275811,52,0,1.133686,3470.0,9,0,0,0,0.0
728,0,0.262973,56,0,0.095145,1506.0,1,2,0,0,
729,0,0.541559,44,0,0.036379,786.0,9,0,1,1,0.0
730,0,0.24762,41,0,0.312634,2024.0,10,0,0,0,0.0
731,0,0.359661,54,0,0.986515,1399.0,12,0,2,0,0.0
732,0,0.590296,38,0,0.101155,6434.0,11,0,3,0,
733,0,4.154013,57,0,0.600388,3247.0,9,0,3,1,0.0
734,0,0.290859,28,0,1.610982,3195.0,10,0,1,0,0.0
735,0,0.388941,66,0,0.091591,,9,0,0,0,0.0
736,0,0.116252,58,0,1.987717,370.0,7,0,0,0,0.0
737,0,0.379105,55,0,0.832084,16426.0,9,0,1,0,0.0
738,0,0.130932,65,0,0.599448,2207.0,11,0,1,0,2.0
739,0,0.354367,75,0,0.133144,3533.0,14,0,1,0,1.0
740,0,0.289318,66,0,1.382441,1534.0,6,0,1,0,1.0
741,0,0.49193,26,1,0.732823,10695.0,10,0,0,0,1.0
742,0,0.135407,34,0,0.047497,5512.0,7,98,1,0,0.0
743,0,0.187597,43,2,0.788624,2537.0,5,0,0,0,0.0
744,0,0.445933,52,0,0.19246,,9,1,3,0,1.0
745,0,0.135671,59,0,0.261735,18817.0,6,0,1,0,0.0
746,0,0.296111,41,0,0.684726,4636.0,7,0,0,2,0.0
747,0,0.364093,54,0,1.045695,4249.0,11,0,1,0,1.0
748,0,0.284259,41,1,2.174197,2314.0,4,0,0,0,0.0
749,1,0.42495,43,1,0.217983,1079.0,8,0,1,0,1.0
750,0,0.515483,32,0,0.631674,4324.0,8,0,0,0,0.0
751,0,0.368936,39,0,0.065198,,8,0,0,0,1.0
752,0,0.107525,33,0,0.971208,11845.0,10,0,2,0,0.0
753,0,0.197553,38,0,0.376809,813.0,8,0,1,0,0.0
754,0,0.184084,66,0,1.14323,1998.0,6,0,1,0,1.0
755,0,0.39203,38,5,0.485645,,6,0,1,0,0.0
756,0,0.180012,88,0,0.31807,4901.0,8,0,0,0,0.0
757,0,0.03459,58,0,0.442259,4376.0,7,0,3,0,0.0
758,0,0.547091,54,0,0.043452,4458.0,9,0,0,0,0.0
759,0,0.11286,39,0,1.463005,6812.0,15,0,1,0,1.0
760,1,0.22692,61,0,1.5947,2385.0,5,0,1,0,0.0
761,0,0.367423,43,0,1.644736,10376.0,9,0,0,1,2.0
762,0,0.228491,53,0,0.533287,,12,0,0,0,1.0
763,0,0.235921,87,0,2.386444,3805.0,11,0,1,0,0.0
764,0,0.791955,50,0,0.259271,17689.0,13,0,0,0,0.0
765,0,0.194665,68,0,0.18512,17070.0,10,0,0,0,2.0
766,0,0.545963,42,0,1.428811,10366.0,7,0,0,0,1.0
767,0,0.193675,51,0,0.311891,439.0,9,0,0,0,2.0
768,0,0.4817,76,0,4.368405,,12,0,1,0,
769,0,0.095368,43,0,2.489859,9281.0,2,0,1,0,1.0
770,0,3.536921,77,0,0.638285,,8,0,1,0,2.0
771,0,0.461388,61,0,0.144863,13226.0,6,0,1,0,1.0
772,0,0.19994,44,1,0.262856,17373.0,12,0,0,0,1.0
773,0,0.697103,60,0,0.483863,9926.0,6,1,2,0,0.0
774,0,0.312421,65,0,10.0,14457.0,5,0,2,0,0.0
775,0,0.33996,60,0,0.809667,24228.0,5,0,2,0,2.0
776,0,0.19812,30,0,1.417096,,6,0,1,0,1.0
777,0,0.097355,41,0,0.222915,,6,0,1,0,1.0
778,0,0.229093,48,0,0.677097,3843.0,12,0,1,0,1.0
779,0,0.039796,50,0,0.241128,,6,2,0,0,1.0
780,0,0.415491,60,0,0.301978,5218.0,11,0,1,0,0.0
781,0,0.168493,54,1,0.071014,1813.0,5,0,2,0,2.0
782,0,0.308113,33,0,0.881204,1332.0,9,0,0,98,2.0
783,0,0.361945,57,0,1.44022,2716.0,7,0,0,0,1.0
784,0,0.170759,60,1,0.102652,9378.0,5,0,1,0,1.0
785,0,0.320289,59,0,0.146124,17400.0,6,0,4,0,1.0
786,0,0.222097,67,0,0.105936,,7,0,0,0,0.0
787,0,0.205583,63,0,0.612073,,5,0,0,0,0.0
788,0,0.299946,58,0,0.559999,4607.0,7,0,0,0,0.0
789,0,0.197877,51,0,1.698393,,7,0,0,0,2.0
790,0,0.583485,28,0,0.151481,,8,0,1,0,1.0
791,0,0.088271,58,0,0.387642,3995.0,6,0,0,0,4.0
792,0,0.253274,54,0,0.241972,3302.0,5,0,2,0,0.0
793,0,0.104279,55,0,1.325214,5134.0,8,0,0,0,0.0
794,1,0.693939,34,0,0.592808,6996.0,10,0,2,0,3.0
795,0,0.546259,36,0,0.307389,,3,0,1,0,2.0
796,0,0.517328,66,0,0.232601,3934.0,3,0,2,0,0.0
797,0,0.020527,51,0,0.936727,1071.0,7,0,0,0,1.0
798,0,0.341596,61,0,2.26564,3339.0,8,0,2,0,1.0
799,0,0.240005,52,0,0.909062,5089.0,11,0,0,0,2.0
800,0,0.461341,52,0,0.401163,13072.0,4,0,3,0,0.0
801,0,0.265992,65,4,0.114654,3120.0,8,0,0,0,0.0
802,0,0.21831,44,0,2.829757,7405.0,5,0,0,0,0.0
803,0,0.368654,53,0,0.603158,6198.0,2,0,1,0,0.0
804,0,0.405527,45,0,1.456013,5090.0,8,0,0,0,0.0
805,0,0.266707,45,0,1.465745,,6,0,2,0,0.0
806,0,0.418537,47,0,2.042387,2896.0,6,0,0,0,0.0
